icao_id,name,latitude,longitude,type
CYDF,Deer Lake Arpt,49.212,-57.394,METAR|TAF
CYDL,Dease Lake Arpt,58.426,-130.025,METAR|TAF
CYDN,Dauphin Arpt,51.1,-100.057,METAR|TAF
CYDP,Nain Arpt,56.549,-61.684,METAR|TAF
CYDQ,Dawson Creek Arpt,55.741,-120.188,METAR|TAF
CYED,Edmonton,53.676,-113.471,METAR|TAF
CYEG,Edmonton Intl Arpt,53.308,-113.592,METAR|TAF
CYEK,Arviat/Eskimo Pt Arpt,61.098,-94.072,METAR|TAF
CYEL,Elliot Lake Arpt,46.351,-82.558,METAR|TAF
CYEN,Estevan Arpt,49.207,-102.963,METAR|TAF
CYER,Ft Severn Arpt,56.019,-87.675,METAR|TAF
CYET,Edson Arpt,53.58,-116.455,METAR
CYEU,Eureka Man,80,-85.82,METAR|TAF
CYEV,Inuvik/Zubko Arpt,68.309,-133.5,METAR|TAF
CYFB,Iqaluit Arpt,63.75,-68.544,METAR|TAF
CYFC,Fredericton Intl,45.873,-66.539,METAR|TAF
CYFO,Flin Flon Arpto,54.678,-101.68,METAR
CYFR,Fort Resolution Arpt,61.178,-113.688,METAR
CYFS,Fort Simpson Arpt,61.76,-121.23,METAR|TAF
CYFT,Makkovik Arpt,55.082,-59.189,METAR
CYGE,Golden Arpt,51.3,-116.984,METAR
CYGH,Fort Good Hope Arpt,66.242,-128.644,METAR|TAF
CYGK,Kingston Arpt,44.223,-76.599,METAR|TAF
CYGL,La Grande Riviere Arpt,53.625,-77.7,METAR|TAF
CYGM,Gimli,50.63,-97.05,METAR
CYGP,Gaspé Arpt,48.777,-64.478,METAR|TAF
CYGQ,Geraldton Arpt,49.781,-86.932,METAR|TAF
CYGR,Îles de la Madeleine Arpt,47.425,-61.775,METAR|TAF
CYGT,Igloolik Arpt,69.37,-81.82,METAR|TAF
CYGV,Havre St Pierre Arpt,50.286,-63.606,METAR|TAF
CYGW,Kuujjuarapik Arpt,55.283,-77.76,METAR|TAF
CYGX,Gillam Arpt,56.359,-94.704,METAR|TAF
CYHA,Quaqtaq Arpt,61.048,-69.624,METAR|TAF
CYHB,Hudson Bay,52.82,-102.32,METAR
CYHD,Dryden Rgnl,49.83,-92.74,METAR|TAF
CYHE,Hope Rgnl Airpark,49.37,-121.493,METAR
CYHH,Nemiscau Arpt,51.691,-76.138,METAR
CYHI,Ulukhaktok/Holman Arpt,70.761,-117.8,METAR|TAF
CYHK,Gjoa Haven Arpt,68.633,-95.851,METAR|TAF
CYHM,Hamilton/Munro Intl,43.173,-79.936,METAR|TAF
CYHU,Montreal/St Hubert,45.516,-73.415,METAR|TAF
CYHY,Hay River/Carter Arpt,60.839,-115.781,METAR|TAF
CYHZ,Halifax/Stanfield Intl,44.8781,-63.5136,METAR|TAF
CYID,Digby Arpt Arpt,44.548,-65.787,METAR
CYIK,Ivujivik Arpt,62.417,-77.925,METAR|TAF
CYIN,Bleibler Ranch Arpt,51.265,-121.681,METAR
CYIO,Pond Inlet Arpt,72.694,-77.957,METAR|TAF
CYIV,Island Lake Arpt,53.857,-94.655,METAR|TAF
CYJF,Fort Liard Arpt,60.236,-123.47,METAR
CYJT,Stephenville Intl,48.545,-58.564,METAR|TAF
CYKA,Kamloops Arpt,50.704,-120.444,METAR|TAF
CYKD,Aklavik Arpt,68.227,-135.013,METAR
CYKF,Waterloo Intl,43.462,-80.386,METAR|TAF
CYKG,Kangiqsujuaq Arpt,61.591,-71.932,METAR|TAF
CYKJ,Key Lake Arpt,57.256,-105.618,METAR|TAF
CYKL,Schefferville Arpt,54.803,-66.804,METAR|TAF
CYKO,Akulivik Arpt,60.818,-78.154,METAR
CYKP,Ogoki Post,51.659,-85.901,METAR
CYKQ,Waskaganish Arpt,51.476,-78.752,METAR|TAF
CYKY,Kindersley Arpt,51.517,-109.175,METAR
CYKZ,Toronto/Buttonville Muni,43.866,-79.368,METAR|TAF
CYLA,Apaluk Arpt,59.302,-69.598,METAR
CYLC,Kimmirut Arpt,62.85,-69.88,METAR
CYLD,Chapleau Arpt,47.818,-83.358,METAR|TAF
CYLH,Lansdowne House Arpt,52.196,-87.936,METAR
CYLJ,Meadow Lake Arpt,54.126,-108.519,METAR
CYLK,Lutselke Arpt,62.419,-110.682,METAR|TAF
CYLL,Lloydminster Arpt,53.312,-110.074,METAR|TAF
CYLT,Alert Arpt,82.512,-62.317,METAR|TAF
CYLU,Kangiksualujjuaq Arpt,58.708,-65.989,METAR
CYLW,Kelowna Arpt,49.953,-119.375,METAR|TAF
CYMA,Mayo Arpt,63.616,-135.88,METAR|TAF
CYMD,Mould Bay Arpt,76.22,-119.32,METAR
CYMH,Mary's Harbor Arpt,52.304,-55.833,METAR|TAF
CYMJ,Moose Jaw Arpt,50.33,-105.559,METAR|TAF
CYMM,Fort McMurray Arpt,56.65,-111.221,METAR|TAF
CYMO,Moosonee Arpt,51.292,-80.607,METAR|TAF
CYMT,Chibougamau Arpt,49.779,-74.527,METAR|TAF
CYMU,Umiujaq Arpt,56.538,-76.52,METAR
CYMX,Montreal/Mirabel Arpt,45.68,-74.038,METAR|TAF
CYNA,Natashquan Arpt,50.19,-61.789,METAR|TAF
CYNC,Wemindji Arpt,53.011,-78.825,METAR
CYND,Gatineau/Ottawa Exec,45.52,-75.563,METAR|TAF
CYNE,Norway House Arpt,53.958,-97.845,METAR|TAF
CYNM,Matagami Arpt,49.759,-77.793,METAR
CYOA,Ekati Arpt,64.706,-110.606,METAR|TAF
CYOC,Old Crow Arpt,67.568,-139.846,METAR|TAF
CYOD,Cold Lake,54.41,-110.287,METAR|TAF
CYOJ,High Level Arpt,58.628,-117.174,METAR|TAF
CYOO,Oshawa Arpt,43.921,-78.899,METAR|TAF
CYOW,Ottawa/Cartier Intl,45.307,-75.66,METAR|TAF
CYOY,Valcartier Arpt,46.9,-71.503,METAR|TAF
CYPA,Prince Albert Arpt,53.217,-105.679,METAR|TAF
CYPC,Paulatuk Arpt,69.355,-124.077,METAR|TAF
CYPD,Port Hawkesbury Arpt,45.657,-61.374,METAR
CYPE,Peace River Arpt,56.228,-117.453,METAR|TAF
CYPG,Portage la Prairie/Southport Arpt,49.903,-98.284,METAR|TAF
CYPH,Inukjuak Arpt,58.47,-78.08,METAR|TAF
CYPL,Pickle Lake Arpt,51.449,-90.218,METAR|TAF
CYPO,Peawanuck Arpt,54.988,-85.439,METAR
CYPQ,Peterborough Muni,44.232,-78.36,METAR|TAF
CYPR,Prince Rupert Arpt,54.291,-130.451,METAR|TAF
CYPW,Powell River Arpt,49.835,-124.499,METAR
CYPX,Puvungnituq Arpt,60.045,-77.281,METAR|TAF
CYPY,Fort Chipewyan Arpt,58.766,-111.117,METAR|TAF
CYQA,Muskoka Arpt,44.971,-79.303,METAR|TAF
CYQB,Quebec/Lesage Intl,46.791,-71.396,METAR|TAF
CYQC,Stirling,44.32,-77.63,METAR
CYQD,The Pas Arpt,53.975,-101.089,METAR|TAF
CYQF,Red Deer Rgnl,52.179,-113.903,METAR|TAF
CYQG,Windsor Intl,42.269,-82.963,METAR|TAF
CYQH,Watson Lake Arpt,60.116,-128.832,METAR|TAF
CYQI,Yarmouth Arpt,43.831,-66.088,METAR|TAF
CYQK,Kenora Arpt,49.791,-94.361,METAR|TAF
CYQL,Lethbridge Cnty Arpt,49.627,-112.792,METAR|TAF
CYQM,Moncton Intl,46.107,-64.682,METAR|TAF
CYQQ,Comox,49.712,-124.895,METAR|TAF
CYQR,Regina Intl Arpt,50.427,-104.67,METAR|TAF
CYQT,Thunder Bay Intl,48.374,-89.33,METAR|TAF
CYQU,Grande Prairie Arpt,55.182,-118.882,METAR|TAF
CYQV,Yorkton Muni,51.26,-102.461,METAR|TAF
CYQW,North Battleford Arpt,52.769,-108.251,METAR|TAF
CYQX,Gander Intl Arpt,48.946,-54.576,METAR|TAF
CYQY,Sydney Arpt,46.166,-60.049,METAR|TAF
CYQZ,Quesnel Arpt,53.027,-122.506,METAR|TAF
CYRA,Gameti/Rae Lakes Arpt,64.115,-117.313,METAR|TAF
CYRB,Resolute Bay Arpt,74.713,-94.982,METAR|TAF
CYRJ,Roberval Arpt,48.523,-72.266,METAR|TAF
CYRL,Red Lake Arpt,51.067,-93.799,METAR|TAF
CYRQ,Trois-Rivières,46.358,-72.68,METAR|TAF
CYRT,Rankin Inlet Arpt,62.811,-92.1,METAR|TAF
CYRV,Revelstoke Arpt,50.958,-118.176,METAR
CYSA,Sable Island,43.93,-60,METAR|TAF
CYSB,Sudbury Arpt,46.622,-80.799,METAR|TAF
CYSC,Sherbrooke Arpt,45.44,-71.692,METAR|TAF
CYSD,Suffield Arpt,50.273,-111.19,METAR
CYSF,Stony Rapids Arpt,59.252,-105.837,METAR|TAF
CYSJ,Saint John Arpt,45.309,-65.886,METAR|TAF
CYSK,Sanikiluaq Arpt,56.538,-79.242,METAR
CYSL,Saint Leonard Arpt,47.157,-67.836,METAR|TAF
CYSM,Fort Smith Arpt,60.026,-111.929,METAR|TAF
CYSN,St Catharines/Niagara Arpt,43.192,-79.176,METAR|TAF
CYSP,Marathon Arpt,48.759,-86.351,METAR|TAF
CYSR,Nanisivik Airpo,72.98,-84.62,METAR|TAF
CYSY,Sachs Harbour Arpt,71.993,-125.241,METAR|TAF
CYTE,Cape Dorset Arpt,64.23,-76.528,METAR|TAF
CYTH,Thompson Arpt,55.803,-97.846,METAR|TAF
CYTJ,Terrace Bay,48.82,-87.1,METAR|TAF
CYTL,Big Trout Lake Arpt,53.816,-89.892,METAR|TAF
CYTN,Trenton Muni,45.612,-62.623,METAR
CYTQ,Tasiujaq Arpt,58.671,-69.948,METAR|TAF
CYTR,Trenton,44.115,-77.531,METAR|TAF
CYTS,Timmins/Power Arpt,48.568,-81.378,METAR|TAF
CYTZ,Toronto/Bishop Arpt,43.627,-79.397,METAR|TAF
CYUA,Shingle Point Arpt,68.932,-137.242,METAR
CYUB,Tuktoyaktuk Arpt,69.434,-133.026,METAR|TAF
CYUJ,Lady Franklin,68.5,-113.22,METAR
CYUL,Montreal/Trudeau Intl,45.468,-73.742,METAR|TAF
CYUS,Shepherd Bay Arpt,68.795,-93.419,METAR
CYUT,Repulse Bay Arpt,66.525,-86.23,METAR|TAF
CYUX,Hall Beach Arpt,68.772,-81.233,METAR|TAF
CYUY,Rouyn/Noranda Arpt,48.209,-78.83,METAR|TAF
CYVC,La Ronge Arpt,55.15,-105.264,METAR|TAF
CYVL,Colville Lake,67.021,-126.129,METAR
CYVM,Broughton Isl/Qikiqtarjuaq Arpt,67.552,-64.026,METAR|TAF
CYVO,Val D'Or Arpt,48.056,-77.779,METAR|TAF
CYVP,Kuujjuaq Arpt,58.1,-68.415,METAR|TAF
CYVQ,Norman Wells Arpt,65.278,-126.796,METAR|TAF
CYVR,Vancouver Intl,49.183,-123.168,METAR|TAF
CYVT,Buffalo Narrows Arpt,55.842,-108.418,METAR|TAF
CYVV,Wiarton Arpt,44.745,-81.107,METAR|TAF
CYWA,Petawawa Arpt,45.948,-77.311,METAR|TAF
CYWE,Wekweètì Arpt,64.192,-114.078,METAR|TAF
CYWG,Winnipeg Intl Arpt,49.916,-97.249,METAR|TAF
CYWH,Victoria Harbour Arpt,48.423,-123.387,METAR|TAF
CYWJ,Déline Arpt,65.209,-123.434,METAR|TAF
CYWK,Wabush Lake Arpt,52.927,-66.874,METAR|TAF
CYWL,Williams Lake Rgnl,52.186,-122.066,METAR|TAF
CYWO,Lupin Arpt,65.756,-111.251,METAR|TAF
CYWY,Wrigley Arpt,63.21,-123.434,METAR
CYXC,Cranbrook Intl,49.614,-115.784,METAR|TAF
CYXD,Edmonton Muni,53.58,-113.515,TAF
CYXE,Saskatoon/Diefenbaker Intl,52.172,-106.695,METAR|TAF
CYXH,Medicine Hat Arpt,50.018,-110.717,METAR|TAF
CYXJ,Fort St John/N Peace Rgnl,56.247,-120.737,METAR|TAF
CYXL,Sioux Lookout Arpt,50.114,-91.905,METAR|TAF
CYXN,Whale Cove Arpt,62.238,-92.597,METAR
CYXP,Pangnirtung Arpt,66.144,-65.712,METAR|TAF
CYXQ,Beaver Creek Arpt,62.408,-140.866,METAR
CYXR,Earlton Arpt,47.698,-79.852,METAR|TAF
CYXS,Prince George Arpt,53.884,-122.677,METAR|TAF
CYXT,Terrace Arpt,54.471,-128.577,METAR|TAF
CYXU,London Intl,43.039,-81.162,METAR|TAF
CYXX,Abbotsford Intl,49.027,-122.377,METAR|TAF
CYXY,Whitehorse Arpt,60.71,-135.059,METAR|TAF
CYXZ,Wawa Arpt,47.974,-84.781,METAR|TAF
CYYB,North Bay/Garland Arpt,46.365,-79.423,METAR|TAF
CYYC,Calgary Intl,51.116,-114.011,METAR|TAF
CYYD,Smithers Arpt,54.823,-127.185,METAR|TAF
CYYE,Fort Nelson Arpt,58.839,-122.59,METAR|TAF
CYYF,Penticton Rgnl,49.46,-119.606,METAR|TAF
CYYG,Charlottetown Arpt,46.289,-63.128,METAR|TAF
CYYH,Taloyoak Arpt,69.543,-93.568,METAR|TAF
CYYJ,Victoria Intl,48.642,-123.433,METAR|TAF
CYYL,Lynn Lake Arpt,56.863,-101.073,METAR|TAF
CYYN,Swift Current Arpt,50.292,-107.691,METAR|TAF
CYYQ,Churchill Arpt,58.745,-94.074,METAR|TAF
CYYR,Goose Bay Arpt,53.32,-60.417,METAR|TAF
CYYT,St Johns Intl,47.627,-52.748,METAR|TAF
CYYU,Kapuskasing Arpt,49.416,-82.47,METAR|TAF
CYYW,Armstrong Arpt,50.296,-88.912,METAR
CYYY,Mont Joli Arpt,48.609,-68.208,METAR|TAF
CYYZ,Toronto/Pearson Intl,43.679,-79.629,METAR|TAF
CYZE,Gore Bay/Manitoulin Arpt,45.885,-82.57,METAR|TAF
CYZF,Yellowknife Arpt,62.475,-114.448,METAR|TAF
CYZG,Salliut Arpt,62.181,-75.67,METAR|TAF
CYZH,Slave Lake Arpt,55.293,-114.773,METAR|TAF
CYZP,Sandspit Arpt,53.254,-131.814,METAR|TAF
CYZR,Sarnia/Hadfield Arpt,42.995,-82.307,METAR|TAF
CYZS,Coral Harbour Arpt,64.188,-83.351,METAR|TAF
CYZT,Port Hardy Arpt,50.685,-127.369,METAR|TAF
CYZU,Whitecourt Arpt,54.142,-115.785,METAR|TAF
CYZV,Sept-Îles Arpt,50.217,-66.26,METAR|TAF
CYZW,Teslin Arpt,60.175,-132.734,METAR|TAF
CYZX,Greenwood,44.985,-64.912,METAR|TAF
CYZY,Mackenzie Arpt,55.303,-123.135,METAR|TAF
CZBF,Bathurst Arpt,47.628,-65.746,METAR|TAF
CZCP,Cape Parry Arpt,70.166,-124.693,METAR
CZCR,Charlo Arpt,47.99,-66.334,METAR
CZDB,Debert Arpt,45.422,-63.466,METAR
CZEL,Elora,43.642,-80.412,METAR
CZEM,Eastmain River Arpt,52.23,-78.52,METAR
CZEV,Inuvik,68.313,-133.496,METAR
CZFA,Faro Arpt,62.211,-133.385,METAR|TAF
CZFM,Fort McPherson Arpt,67.41,-134.871,METAR|TAF
CZFN,Fort Norman Arpt,64.908,-125.563,METAR
CZFS,Fort Simpson,61.76,-121.23,METAR
CZHY,Hay River,60.839,-115.781,METAR
CZKD,Kelsey Dam,56.037,-96.51,METAR
CZMD,Muskrat Dam Arpt,53.439,-91.766,METAR|TAF
CZMJ,Moose Jaw,50.332,-105.538,METAR
CZMT,Masset Arpt,54.023,-132.12,METAR|TAF
CZMU,Mundare,53.563,-112.296,METAR
CZOL,Oliver,53.642,-113.364,METAR
CZPC,Pincher Creek Arpt,49.522,-114.005,METAR
CZPS,Prentiss,52.438,-113.593,METAR
CZRP,Rae Point,75.377,-105.715,METAR
CZSJ,Sandy Lake Arpt,53.063,-93.344,METAR|TAF
CZSM,Fort Smith,60.026,-111.929,METAR
CZSP,St Peters Bay,46.45,-62.576,METAR
CZST,Stewart Arpt,55.935,-129.984,METAR
CZTB,Thunder Bay Intl,48.369,-89.327,METAR
CZUM,Churchill Falls Arpt,53.562,-64.107,METAR|TAF
CZVL,Edmonton/Villenueve Arpt,53.67,-113.863,METAR|TAF
CZZJ,Edson CR10?,53.583,-116.462,METAR
DAAD,Bou Saada Arpt,35.333,4.206,METAR|TAF
DAAE,Béjaïa Arpt,36.712,5.07,METAR|TAF
DAAF,Aoulef,26.967,1.083,METAR
DAAG,Algiers Intl,36.691,3.215,METAR|TAF
DAAJ,Djanet/Tiska Arpt,24.286,9.464,METAR|TAF
DAAP,Illizi/Takhamalt Arpt,26.724,8.622,METAR|TAF
DAAS,Sétif/Arnat Arpt,36.18,5.33,METAR|TAF
DAAT,Tamanrasset/Aguenar-Hadj Bei Arpt,22.824,5.452,METAR|TAF
DAAV,Jijel/Achouat Arpt,36.795,5.877,METAR|TAF
DAAY,Mecheria/Bouamama Arpt,33.532,-0.248,METAR|TAF
DABB,Annaba/Bitat Arpt,36.822,7.809,METAR|TAF
DABC,Constantine/Boudiaf Arpt,36.278,6.629,METAR|TAF
DABP,Skikda,36.87,6.912,METAR
DABS,Tebassa/Tebessi Arpt,35.432,8.121,METAR|TAF
DABT,Batna/Boulaid Arpt,35.752,6.309,METAR|TAF
DAEF,Tinfouye Arpt,28.437,7.549,METAR|TAF
DAEN,Rhourd Nouss Arpt,29.731,6.712,METAR|TAF
DAFH,Tilrempt/Mei Arpt,32.93,3.312,METAR|TAF
DAFI,Djelfa,34.683,3.25,METAR
DAMH,Hamra Arpt,29.226,6.494,METAR
DAOB,Tiaret/Bou Arpt,35.345,1.476,METAR|TAF
DAOF,Tindouf Arpt,27.7,-8.167,METAR|TAF
DAOI,Chlef/Belkaid Arpt,36.213,1.332,METAR|TAF
DAOL,Oran/Benbella Arpt,35.542,-0.532,METAR
DAON,Tlemcen/Zenata Arpt,35.013,-1.457,METAR|TAF
DAOO,Oran/Es-Sénia Arpt,35.623,-0.624,METAR|TAF
DAOR,Bécha/Ali Lolfi Arpt,31.65,-2.261,METAR|TAF
DAOV,Mascara/Ghriss Arpt,35.208,0.147,METAR|TAF
DAOY,El Bayadh Arpt,33.721,1.091,METAR|TAF
DATM,Bordj Mokhtar Arpt,21.375,0.924,METAR|TAF
DAUA,Adrar/Belkebir Arpt,27.839,-0.186,METAR|TAF
DAUB,Biskra Arpt,34.793,5.738,METAR|TAF
DAUE,El Golea Intl,30.571,2.86,METAR|TAF
DAUG,Ghardaïa/Noumérat Arpt,32.384,3.794,METAR|TAF
DAUH,Hassi-Messaoud/Belkacem Arpt,31.673,6.14,METAR|TAF
DAUI,In Salah Arpt,27.251,2.512,METAR|TAF
DAUK,Touggourt/Madhi Arpt,33.068,6.089,METAR|TAF
DAUL,Laghouat/L'Mekrareg Arpt,33.764,2.928,METAR|TAF
DAUO,El Oued/Guemar Arpt,33.513,6.782,METAR|TAF
DAUT,Timimoun Arpt,29.237,0.276,METAR|TAF
DAUU,Ouargla Arpt,31.917,5.413,METAR|TAF
DAUZ,In Aménas Arpt,28.052,9.643,METAR|TAF
DBBB,Cotonou/Cadjehoun Arpt,6.357,2.384,METAR|TAF
DBBC,Bohicon,7.167,2.067,METAR
DBBK,Kandi,11.145,2.94,METAR
DBBN,Natitingou,10.317,1.383,METAR
DBBP,Parakou,9.358,2.61,METAR
DBBS,Save,8.018,2.465,METAR
DFCC,Ouahigouya,13.57,-2.42,METAR
DFCO,Boromo,11.733,-2.917,METAR
DFCP,Po,11.167,-1.15,METAR
DFEE,Dori,14.033,-0.033,METAR
DFEF,Fada N'Gourma,12.067,0.35,METAR
DFFD,Ouagadougou Arpt,12.356,-1.512,METAR|TAF
DFOD,Dedougou,12.459,-3.49,METAR
DFOG,Gaua,10.333,-3.183,METAR
DFOO,Bobo-Dioulasso Arpt,11.163,-4.322,METAR|TAF
DGAA,Accra/Kotoka Intl,5.6,-0.17,METAR|TAF
DGAD,Ada,5.783,0.633,METAR
DGAH,Ho,6.6,0.467,METAR
DGAK,Akuse,6.1,0.117,METAR
DGAS,Saltpond,5.2,-1.067,METAR
DGAT,Tema,5.625,-0.002,METAR
DGKA,Akim Oda,5.933,-0.983,METAR
DGKK,Korforidua,6.083,-0.25,METAR
DGLB,Bole,9.033,-2.483,METAR
DGLE,Tamale Arpt,9.554,-0.862,METAR|TAF
DGLN,Navrongo,10.9,-1.1,METAR
DGLW,Wa,10.05,-2.5,METAR
DGLY,Yendi,9.45,-0.017,METAR
DGSB,Sefwi Bekwai,6.2,-2.333,METAR
DGSI,Kumasi Arpt,6.715,-1.591,METAR|TAF
DGSN,Sunyani Arpt,7.361,-2.33,METAR
DGSW,Wenchi,7.75,-2.1,METAR
DGTK,Takoradi Arpt,4.896,-1.775,METAR|TAF
DGTX,Axim,4.867,-2.233,METAR
DIAD,Adiake,5.286,-3.303,METAR
DIAP,Abidjan/Boigny Intl,5.261,-3.926,METAR|TAF
DIBK,Bouaké Arpt,7.739,-5.074,METAR|TAF
DIBU,Bondoukou Arpt,8.012,-2.765,METAR
DIDK,Dimbokro,6.65,-4.7,METAR
DIDL,Daloa Arpt,6.79,-6.474,METAR
DIGA,Gagnoa Arpt,6.109,-5.989,METAR
DIKO,Korhogo Arpt,9.411,-5.622,METAR
DIMN,Man Arpt,7.271,-7.588,METAR
DIOD,Odienne Arpt,9.538,-7.564,METAR
DISP,San Pedro Arpt,4.747,-6.661,METAR
DISS,Sassandra Arpt,4.931,-6.132,METAR
DITB,Tabou Arpt,4.433,-7.36,METAR
DIYO,Yamoussoukro Arpt,6.903,-5.366,METAR|TAF
DNAA,Abuja/Azikiwe Intl,9.007,7.263,METAR|TAF
DNAK,Akure Arpt,7.247,5.301,METAR|TAF
DNBE,Benin Arpt,6.317,5.603,METAR|TAF
DNBI,Bida Arpt,9.101,6.014,METAR
DNCA,Calabar/Ekpo Intl,4.976,8.347,METAR|TAF
DNEN,Enugu/Ibiam Intl,6.474,7.562,METAR|TAF
DNGO,Gombe Arpt,10.303,10.905,METAR|TAF
DNGU,Gusau Arpt,12.172,6.696,METAR
DNIB,Ibadan Arpt,7.36,3.976,METAR|TAF
DNIL,Ilorin Arpt,8.438,4.491,METAR|TAF
DNIM,Owerri/Mbakwe Intl,5.427,7.206,METAR|TAF
DNJO,Jos Arpt,9.64,8.87,METAR|TAF
DNKA,Kaduna Arpt,10.6,7.45,METAR|TAF
DNKN,Kano/Aminu Intl,12.048,8.525,METAR|TAF
DNKT,Katsina/Yaradura Arpt,13.006,7.659,METAR|TAF
DNMA,Maiduguri Intl,11.855,13.081,METAR|TAF
DNMK,Makurdi Arpt,7.704,8.614,METAR
DNMM,Lagos/Muhammed Intl,6.577,3.321,METAR|TAF
DNMN,Minna Arpt,9.652,6.462,METAR|TAF
DNOS,Oshogbo,7.763,4.473,METAR
DNPO,Port Harcourt Intl,4.848,7.022,METAR|TAF
DNSO,Sokoto/Abubakar Intl,12.917,5.202,METAR|TAF
DNSU,Warri/Osubi Arpt,5.598,5.819,TAF
DNYO,Yola Arpt,9.267,12.429,METAR|TAF
DNZA,Zaria Arpt,11.13,7.686,METAR
DRRB,Birni-N'Konni,13.802,5.242,METAR
DRRG,Gaya,11.883,3.45,METAR
DRRI,Bilma,18.683,12.917,METAR
DRRL,Tillabery,14.2,1.45,METAR
DRRM,Maradi Arpt,13.502,7.12,METAR
DRRN,Niamey/Hamani Intl,13.483,2.17,METAR|TAF
DRRT,Tahoua Arpt,14.878,5.27,METAR
DRZA,Agadez Arpt,16.964,7.989,METAR|TAF
DRZF,Diffa Arpt,13.373,12.625,METAR
DRZG,Goure,13.988,10.269,METAR
DRZM,Maine-Soroa,13.233,11.983,METAR
DRZR,Zinder Arpt,13.779,8.984,METAR|TAF
DTKA,Tabarka Intl,36.98,8.877,METAR|TAF
DTMB,Monastir/Bourguiba Intl,35.758,10.755,METAR|TAF
DTNH,Enfidha/Mammamet Arpt,36.074,10.436,METAR|TAF
DTTA,Tunis/Carthage Intl,36.851,10.227,METAR|TAF
DTTB,Bizerte Arpt,37.245,9.791,METAR|TAF
DTTD,Remada Arpt,32.312,10.386,METAR|TAF
DTTF,Gafsa/Ksar Intl,34.422,8.822,METAR|TAF
DTTG,Gabes/Matmata Intl,33.733,9.918,METAR|TAF
DTTJ,Djerba/Zarzis Intl,33.875,10.775,METAR|TAF
DTTK,Kairouan,35.667,10.1,METAR
DTTL,Kelibia,36.85,11.083,METAR
DTTM,Monastir-Skanes,35.667,10.754,METAR
DTTN,Jendouba,36.483,8.8,METAR
DTTR,El Borma Arpt,31.703,9.257,METAR|TAF
DTTX,Sfax/Thyna Arpt,34.718,10.691,METAR|TAF
DTTZ,Tozeur/Nefta Arpt,33.94,8.111,METAR|TAF
DXAK,Atakpame,7.528,1.128,METAR
DXDP,Djangou Arpt,10.8,0.242,METAR
DXMG,Mango Arpt,10.373,0.471,METAR
DXNG,Niamtougou Arpt,9.767,1.091,METAR|TAF
DXSK,Sokodé Arpt,8.995,1.153,METAR
DXTA,Tabligbo,6.59,1.5,METAR
DXXX,Lomé/Eyadema Intl,6.166,1.254,METAR|TAF
EBAW,Antwerp Intl,51.189,4.46,METAR|TAF
EBBE,Beauvechain,50.759,4.768,METAR|TAF
EBBL,Kleine-Brogel,51.168,5.47,METAR|TAF
EBBR,Brussels Intl,50.896,4.526,METAR|TAF
EBBT,Brasschaat,51.345,4.503,METAR|TAF
EBBX,Bertrix Bel-AFB,49.891,5.225,METAR
EBCI,Charleroi Arpt,50.459,4.454,METAR|TAF
EBCV,Chièvres Arpt,50.576,3.831,METAR|TAF
EBDT,Schaffen,51.005,5.067,METAR|TAF
EBFN,Koksijde,51.09,2.653,METAR|TAF
EBFS,Florennes,50.243,4.646,METAR|TAF
EBLB,Elsenborn,50.482,6.181,METAR|TAF
EBLG,Bierset/Liège Arpt,50.637,5.443,METAR|TAF
EBMB,Melsbroek,50.909,4.497,METAR
EBOS,Oostende-Bruges Intl,51.199,2.862,METAR|TAF
EBSP,Spa/La Sauveniere,50.479,5.91,METAR
EBST,St Truiden,50.792,5.202,METAR
EBSU,Saint Hubert,50.039,5.404,METAR
EBTN,Goetsenhoven,50.782,4.958,METAR
EBWE,Weelde,51.399,4.976,METAR
EBZW,Genk/Zwartberg Arpt,51.014,5.524,METAR
EDAC,Altenburg Arpt,50.982,12.506,METAR|TAF
EDAH,Heringsdorf Arpt,53.879,14.152,METAR|TAF
EDBC,Magdeburg/Cochstedt Arpt,51.856,11.42,METAR|TAF
EDBM,Magdeburg/Sachsen-An,52.103,11.583,METAR|TAF
EDDB,Berlin/Brandenburg Intl,52.38068,13.53064,METAR|TAF
EDDC,Dresden Arpt,51.12797,13.7543,METAR|TAF
EDDE,Erfurt Arpt,50.983,10.961,METAR|TAF
EDDF,Frankfurt/Main Arpt,50.045,8.598,METAR|TAF
EDDG,Münster/Osnabrück Arpt,52.135,7.697,METAR|TAF
EDDH,Hamburg Arpt,53.633,9.988,METAR|TAF
EDDI,Berlin/Tempelhof Arpt,52.471,13.4,TAF
EDDK,Koln-Bonn Arpt,50.865,7.157,METAR|TAF
EDDL,Düsseldorf Intl,51.296,6.769,METAR|TAF
EDDM,Munich Intl,48.348,11.813,METAR|TAF
EDDN,Nurnberg Arpt,49.503,11.055,METAR|TAF
EDDP,Leipzig/Halle Arpt,51.435,12.24,METAR|TAF
EDDR,Saarbrücken Arpt,49.213,7.108,METAR|TAF
EDDS,Stuttgart Arpt,48.69,9.222,METAR|TAF
EDDT,Berlin/Tegel Arpt,52.564,13.309,TAF
EDDV,Hannover Arpt,52.466,9.68,METAR|TAF
EDDW,Bremen Arpt,53.047,8.787,METAR|TAF
EDFE,Egelsbach Arpt,49.961,8.642,METAR
EDFH,Frankfurt/Hahn Arpt,49.946,7.265,METAR|TAF
EDFM,Mannheim City Arpt,49.474,8.515,METAR|TAF
