icao_id,name,latitude,longitude,type
KLDM,Ludington/Mason Cnty,43.96143,-86.41069,METAR
KLEB,Lebanon Muni,43.62707,-72.30537,METAR|TAF
KLEE,Leesburg Muni,28.82142,-81.80064,METAR|TAF
KLEM,Lemmon Muni,45.92,-102.104,METAR
KLEW,Auburn-Lewiston Muni,44.04445,-70.28527,METAR
KLEX,Lexington/Blue Grass Arpt,38.03391,-84.61138,METAR|TAF
KLFI,Langley AFB,37.088,-76.349,METAR|TAF
KLFK,Lufkin/Angelina Cnty,31.2359,-94.75465,METAR|TAF
KLFT,Lafayette Rgnl,30.19859,-91.98957,METAR|TAF
KLGA,New York/La Guardia Arpt,40.77945,-73.88027,METAR|TAF
KLGB,Long Beach Arpt,33.81177,-118.14717,METAR|TAF
KLGC,La Grange/Callaway Arpt,33.0093,-85.07173,METAR
KLGD,La Grande/Union Cnty,45.29063,-118.00884,METAR
KLGF,Laguna,32.868,-114.393,METAR
KLGU,Logan/Cache Arpt,41.7865,-111.85188,METAR|TAF
KLHB,Hearne Muni,30.8693,-96.62071,METAR
KLHM,Lincoln Rgnl,38.91485,-121.35159,METAR
KLHQ,Lancaster/Fairfield Cnty,39.75725,-82.66332,METAR
KLHV,Lock Haven/Piper Arpt,41.136,-77.421,METAR
KLHW,Ft Stewart/Mid Coast Rgnl,31.88721,-81.56246,METAR
KLHX,La Junta Muni,38.04949,-103.51336,METAR
KLHZ,Louisburg/Franklin Cnty,36.02289,-78.33408,METAR
KLIC,Limon Muni,39.27331,-103.66736,METAR
KLIT,Little Rock/Clinton Natl,34.72726,-92.23582,METAR|TAF
KLJF,Litchfield Muni,45.09485,-94.50836,METAR
KLKR,Lancaster Cnty,34.72659,-80.85316,METAR
KLKU,Louisa/Freeman Fld,38.00851,-77.9681,METAR
KLKV,Lakeview/Lake Cnty,42.15379,-120.40273,METAR
KLLJ,Challis Arpt,44.523,-114.21611,METAR
KLLN,Levelland Muni,33.55601,-102.37514,METAR
KLLQ,Monticello/Ellis Fld,33.63602,-91.7555,METAR|TAF
KLLR,Little River Arpt,39.2621,-123.7525,METAR
KLMO,Longmont/Brand Arpt,40.16117,-105.16046,METAR
KLMT,Klamath Falls Intl,42.14702,-121.72553,METAR|TAF
KLNA,Lantana/Palm Beach Cnty,26.5925,-80.08484,METAR|TAF
KLNC,Lancaster Arpt,32.58323,-96.72093,METAR
KLND,Lander/Hunt Fld,42.81536,-108.72603,METAR|TAF
KLNK,Lincoln Arpt,40.84781,-96.76468,METAR|TAF
KLNL,Land OLakes Arpt,46.15145,-89.2108,METAR
KLNN,Willoughby/Lake Cnty Exec,41.68392,-81.38962,METAR
KLNP,Wise/Lonesome Pine Arpt,36.98842,-82.52404,METAR
KLNQ,Boothville/Petr,29.353,-89.439,METAR
KLNR,Lone Rock/Tri Cnty Rgnl,43.21106,-90.18739,METAR
KLNS,Lancaster Arpt,40.12059,-76.29445,METAR|TAF
KLOL,Lovelock/Derby Fld,40.06845,-118.57017,METAR|TAF
KLOM,Philadelphia/Wings Field Arpt,40.13757,-75.26843,METAR
KLOR,Ft Rucker/Lowe,31.36,-85.749,METAR
KLOT,Romeoville/Lewis Univ Arpt,41.60308,-88.10167,METAR
KLOU,Louisville/Bowman Fld,38.23021,-85.66294,METAR
KLOZ,London-Corbin Arpt,37.08958,-84.06881,METAR|TAF
KLPC,Lompoc Arpt,34.66465,-120.46423,METAR
KLPR,Elyria/Lorain Cnty,41.34628,-82.17885,METAR
KLQK,Pickens Cnty,34.80686,-82.70469,METAR
KLQR,Larned/Pawnee Cnty,38.20838,-99.08684,METAR
KLRD,Laredo Intl,27.55103,-99.46143,METAR|TAF
KLRF,Little Rock AFB,34.92,-92.131,METAR|TAF
KLRJ,Le Mars Muni,42.77714,-96.19497,METAR
KLRO,Mt Pleasant Rgnl,32.8982,-79.77958,METAR
KLRU,Las Cruces Intl,32.28842,-106.91312,METAR|TAF
KLRY,Harrisonville/Smith,38.60739,-94.34527,METAR
KLSB,Lordsburg Muni,32.33403,-108.69554,METAR
KLSE,La Crosse Muni,43.87922,-91.25301,METAR|TAF
KLSF,Fort Benning/Lawson AAF,32.3239,-84.98264,METAR|TAF
KLSK,Lusk Muni,42.75443,-104.40933,METAR
KLSV,Nellis AFB,36.236,-115.034,METAR|TAF
KLTS,Altus AFB,34.666,-99.27,METAR|TAF
KLUA,Luray Caverns Arpt,38.667,-78.501,METAR
KLUD,Decatur Muni,33.25684,-97.58256,METAR
KLUF,Phoenix/Luke AFB,33.538,-112.38,METAR|TAF
KLUG,Lewisburg/Ellington Arpt,35.50821,-86.80549,METAR
KLUK,Cincinnati/Lunken Fld,39.10601,-84.41608,METAR|TAF
KLUL,Laurel/Hesler-Noble Fld,31.66819,-89.17051,METAR
KLUM,Menomenie Muni,44.89362,-91.86655,METAR
KLUV,Lamesa Muni,32.74813,-101.91274,METAR
KLUX,Laurens Cnty,34.508,-81.949,METAR
KLVJ,Houston/Pearland Rgnl,29.51924,-95.2423,METAR|TAF
KLVK,Livermore Muni,37.69309,-121.81489,METAR|TAF
KLVL,Lawrenceville Muni,36.77234,-77.79251,METAR
KLVM,Livingston/Mission Fld,45.69837,-110.44154,METAR|TAF
KLVN,Lakeville/Airlake Arpt,44.6252,-93.22728,METAR|TAF
KLVS,Las Vegas Muni,35.65582,-105.13853,METAR|TAF
KLWA,South Haven Rgnl,42.34762,-86.2578,METAR
KLWB,Lewisburg/Greenbrier Valley Arpt,37.8633,-80.3923,METAR|TAF
KLWC,Lawrence Muni,39.00778,-95.2115,METAR
KLWD,Lamoni Muni,40.63064,-93.9005,METAR
KLWM,Lawrence Muni,42.71248,-71.12559,METAR
KLWS,Lewiston/Nez Perce Cnty,46.37458,-117.01531,METAR|TAF
KLWT,Lewistown Muni,47.05443,-109.45655,METAR|TAF
KLWV,Lawrenceville-Vincennes Intl,38.76045,-87.59903,METAR
KLXL,Little Falls/Morrison Cnty,45.95094,-94.34407,METAR
KLXN,Lexington/Kelly Fld,40.79146,-99.77503,METAR
KLXT,Lee's Summit Muni,38.95766,-94.37117,METAR
KLXV,Leadville/Lake Cnty,39.22803,-106.31625,METAR
KLXY,Mexia/Limestone Cnty,31.64462,-96.51218,METAR
KLYH,Lynchburg/Glenn Fld,37.32126,-79.20649,METAR|TAF
KLYO,Lyons/Rice Cnty,38.34299,-98.2266,METAR
KLYV,Luverne Muni,43.62166,-96.21395,METAR
KLZU,Lawrenceville/Gwinnett Cnty,33.9828,-83.95851,METAR
KLZZ,Lampasas Arpt,31.10591,-98.19748,METAR
KMAE,Madera Muni,36.98506,-120.11067,METAR
KMAF,Midland Intl,31.94754,-102.20858,METAR|TAF
KMAI,Marianna Muni,30.83696,-85.18351,METAR
KMAN,Nampa Muni,43.58198,-116.52106,METAR
KMAO,Marion Cnty Arpt,34.18515,-79.3341,METAR
KMAW,Malden Rgnl,36.5945,-89.98654,METAR
KMBG,Mobridge Muni,45.543,-100.404,METAR|TAF
KMBL,Manistee/Blacker Arpt,44.27139,-86.23775,METAR|TAF
KMBO,Madison/Campbell Fld,32.43846,-90.10144,METAR
KMBS,Saginaw Intl,43.5281,-84.08132,METAR|TAF
KMBT,Murfreesboro Muni,35.87668,-86.37926,METAR
KMBY,Moberly/Bradley Arpt,39.46397,-92.42438,METAR
KMCB,McComb/Lewis Fld,31.18227,-90.47207,METAR|TAF
KMCC,McClellan AFB,38.678,-121.403,METAR|TAF
KMCD,Mackinac Isl Arpt,45.866,-84.634,METAR
KMCE,Merced/Macready Fld,37.28597,-120.5179,METAR|TAF
KMCF,Tampa/MacDill AFB,27.85976,-82.51325,METAR|TAF
KMCI,Kansas City Intl,39.29747,-94.73087,METAR|TAF
KMCJ,Houston/Rice Mem Hospital,29.7139,-95.3967,METAR
KMCK,McCook Muni,40.204,-100.59038,METAR|TAF
KMCN,Macon/Middle Georgia Rgnl,32.68887,-83.65294,METAR|TAF
KMCO,Orlando Intl,28.41822,-81.32413,METAR|TAF
KMCW,Mason City Muni,43.15426,-93.3262,METAR|TAF
KMCX,Monticello/White Cnty,40.7127,-86.7649,METAR
KMDD,Midland Airpark,32.03587,-102.09951,METAR
KMDH,Murphysboro/S Illinois Arpt,37.7833,-89.24532,METAR
KMDJ,Mississippi Can,28.643,-89.794,METAR
KMDQ,Huntsville/Sharp Fld,34.866,-86.559,METAR
KMDS,Madison Muni,44.01406,-97.08167,METAR
KMDT,Harrisburg Intl,40.1962,-76.7725,METAR|TAF
KMDW,Chicago/Midway Intl,41.78412,-87.75515,METAR|TAF
KMDZ,Medford/Taylor Cnty,45.10131,-90.30638,METAR
KMEB,Laurinberg/Maxton Arpt,34.79132,-79.36829,METAR
KMEG,Memphis WFO,35.056,-89.986,METAR
KMEH,Meacham,45.512,-118.425,METAR
KMEI,Meridian/Key Fld,32.33482,-88.75071,METAR|TAF
KMEM,Memphis Intl,35.05639,-89.98641,METAR|TAF
KMER,Castle AFB,37.392,-120.577,METAR
KMEV,Minden-Tahoe Arpt,38.99627,-119.75002,METAR|TAF
KMEZ,Mena Intermountain Muni,34.54137,-94.19183,METAR
KMFD,Mansfield/Lahm Rgnl,40.8204,-82.51767,METAR|TAF
KMFE,McAllen/Miller Intl,26.17911,-98.2445,METAR|TAF
KMFI,Marshfield Muni,44.63792,-90.18754,METAR
KMFR,Medford/Rogue Valley Intl,42.37503,-122.87702,METAR|TAF
KMFV,Melfa/Accomack Cnty,37.646,-75.763,METAR
KMGC,Michigan City Muni,41.70478,-86.81833,METAR
KMGE,Marietta/Dobbins AFB,33.91892,-84.52665,METAR|TAF
KMGG,Maple Lake Muni,45.23539,-93.9896,METAR
KMGJ,Montgomery/Orange Cnty,41.50905,-74.26455,METAR
KMGM,Montgomery Rgnl,32.2997,-86.40743,METAR|TAF
KMGN,Harbor Springs Arpt,45.42412,-84.91299,METAR
KMGR,Moultrie Muni,31.08351,-83.8035,METAR
KMGW,Morgantown Muni,39.6498,-79.92064,METAR|TAF
KMGY,Dayton/Wright Brothers Arpt,39.59179,-84.22628,METAR
KMHE,Mitchell Muni,43.77425,-98.03839,METAR
KMHK,Manhattan Rgnl,39.13463,-96.67889,METAR|TAF
KMHL,Marshall Muni,39.09301,-93.20238,METAR
KMHP,Metter Muni,32.374,-82.079,METAR
KMHR,Sacramento/Mather Fld,38.55995,-121.28401,METAR|TAF
KMHS,Mount Shasta,41.31493,-122.31711,METAR
KMHT,Manchester Rgnl,42.92454,-71.43765,METAR|TAF
KMHV,Mojave Arpt,35.06264,-118.15723,METAR
KMIA,Miami Intl,25.78806,-80.31692,METAR|TAF
KMIB,Minot AFB,48.40623,-101.3413,METAR|TAF
KMIC,Minneapolis/Crystal Arpt,45.0623,-93.35108,METAR
KMIE,Muncie/Johnson Fld,40.23451,-85.39356,METAR
KMIO,Miami Muni,36.91284,-94.88932,METAR
KMIS,Main Pass 140B,29.296,-88.842,METAR
KMIU,Mustang Island,27.29,-96.74,METAR
KMIV,Millville Muni,39.36623,-75.07778,METAR|TAF
KMIW,Marshalltown Muni,42.11061,-92.91634,METAR
KMJD,Picayune Muni,30.49402,-89.65348,METAR
KMJQ,Jackson Muni,43.64958,-94.98846,METAR
KMJX,Toms River/Miller Arpt,39.92348,-74.29703,METAR
KMKA,Miller Muni,44.52367,-98.95538,METAR
KMKC,Kansas City/Wheeler Downtown Arpt,39.12791,-94.58919,METAR|TAF
KMKE,Milwaukee/Mitchell Intl,42.95489,-87.9045,METAR|TAF
KMKG,Muskegon Cnty Arpt,43.17107,-86.23685,METAR|TAF
KMKJ,Marion/Mountain Empire Arpt,36.89443,-81.34486,METAR
KMKL,Jackson/McKellar Rgnl,35.59332,-88.91697,METAR|TAF
KMKN,Comanche Cnty,31.92403,-98.59776,METAR
KMKO,Muskogee/Davis Fld,35.65765,-95.36584,METAR
KMKQ,Green Canyon 433,27.5197,-90.0981,METAR
KMKS,Moncks Corner/Berkeley Cnty,33.18739,-80.03626,METAR
KMKT,Mankato Rgnl,44.21845,-93.91786,METAR|TAF
KMKV,Marksville Muni,31.09349,-92.07231,METAR
KMKY,Marco Island Arpt,25.999,-81.674,METAR
KMLB,Melbourne Intl,28.09969,-80.63559,METAR|TAF
KMLC,McAlester Rgnl,34.88237,-95.78154,METAR|TAF
KMLD,Malad City Arpt,42.17,-112.289,METAR
KMLE,Omaha/Millard Arpt,41.1981,-96.11305,METAR
KMLF,Milford Muni,38.42251,-113.01089,METAR
KMLI,Moline/Quad City Intl,41.44816,-90.52365,METAR|TAF
KMLJ,Milledgeville/Baldwin Cnty,33.153,-83.242,METAR
KMLP,Mullan Pass,47.4548,-115.67109,METAR
KMLS,Miles City/Wiley Fld,46.42648,-105.88336,METAR|TAF
KMLT,Millinocket Muni,45.64776,-68.69245,METAR
KMLU,Monroe Rgnl,32.51552,-92.02995,METAR|TAF
KMMH,Mammoth/Yosemite Arpt,37.62529,-118.83841,METAR|TAF
KMMI,Athens/McMinn Cnty,35.39519,-84.56116,METAR
KMMK,Meriden/Markham Muni,41.50968,-72.82781,METAR
KMML,Marshall Muni,44.4504,-95.82149,METAR
KMMT,Columbia/McEntire JNGB,33.922,-80.802,METAR|TAF
KMMU,Morristown Muni,40.79893,-74.41636,METAR
KMMV,McMinnville Muni,45.19571,-123.13378,METAR
KMNE,Minden/Webster Arpt,32.64329,-93.29716,METAR
KMNH,Mountain Pass Arpt,39.22316,-104.64226,METAR
KMNI,Manning/Cooper Rgnl,33.58821,-80.20591,METAR
KMNM,Menominee/Twin Cnty,45.126,-87.639,METAR
KMNN,Marion Muni,40.61576,-83.06731,METAR
KMNV,Madisonville/Monroe Cnty,35.54295,-84.38078,METAR
KMNZ,Hamilton Muni,31.66971,-98.14624,METAR
KMOB,Mobile Rgnl,30.68819,-88.24595,METAR|TAF
KMOD,Modesto/Sham Fld,37.62544,-120.95492,METAR|TAF
KMOP,Mount Pleasant Muni,43.62288,-84.743,METAR
KMOR,Morristown/Moore Arpt,36.17457,-83.38533,METAR
KMOT,Minot Intl,48.25205,-101.26895,METAR|TAF
KMOX,Morris Muni,45.56774,-95.96594,METAR
KMPO,Mount Pocono Muni,41.13684,-75.37706,METAR
KMPR,McPherson Arpt,38.34912,-97.68827,METAR
KMPV,Montpelier/Knapp Arpt,44.20502,-72.56545,METAR|TAF
KMPZ,Mount Pleasant Muni,40.94526,-91.51224,METAR
KMQB,Macomb Muni,40.51763,-90.6481,METAR
KMQE,Milton/Blue Hills Observatory,42.212,-71.114,METAR
KMQI,Manteo/Dare Cnty,35.91881,-75.69887,METAR
KMQJ,Indianapolis Rgnl,39.84017,-85.89404,METAR
KMQS,Coatesville/Chester Cnty,39.9773,-75.86046,METAR
KMQW,McRae-Helena/Telfair-Wheeler Arpt,32.0942,-82.88202,METAR
KMQY,Smyrna Arpt,36.0029,-86.51437,METAR|TAF
KMRB,Martinsburg/E West Virginia Rgnl,39.40374,-77.97499,METAR|TAF
KMRC,Columbia/Maury Cnty,35.55787,-87.17778,METAR
KMRF,Marfa Muni,30.37065,-104.01173,METAR
KMRH,Beaufort/Smith Fld,34.73258,-76.65659,METAR
KMRJ,Mineral Point/Iowa Cnty,42.88752,-90.23151,METAR
KMRN,Morganton/Foothills Rgnl,35.81917,-81.6097,METAR
KMRT,Marysville/Union Cnty,40.22372,-83.34745,METAR
KMRY,Monterey Rgnl,36.59041,-121.84881,METAR|TAF
KMSL,Muscle Shoals/NW Alabama Rgnl,34.74388,-87.59971,METAR|TAF
KMSN,Madison/Dane Cnty Rgnl,43.14068,-89.34523,METAR|TAF
KMSO,Missoula Intl,46.92076,-114.09376,METAR|TAF
KMSP,Minneapolis-St Paul Intl,44.88523,-93.23132,METAR|TAF
KMSS,Massena Intl,44.93343,-74.84836,METAR|TAF
KMSV,Monticello/Sullivan Cnty,41.70561,-74.80039,METAR
KMSY,New Orleans/Armstrong Intl,29.99739,-90.27773,METAR|TAF
KMTC,Selfridge ANGB,42.60452,-82.83534,METAR|TAF
KMTH,Marathon Arpt,24.72625,-81.04772,METAR|TAF
KMTJ,Montrose Rgnl,38.50538,-107.89813,METAR|TAF
KMTN,Baltimore/Martin State Arpt,39.32145,-76.40653,METAR|TAF
KMTO,Mattoon/Coles Cnty,39.47439,-88.27237,METAR
KMTP,Montauk Arpt,41.07304,-71.92352,METAR
KMTV,Martinsville/Blue Ridge Arpt,36.6272,-80.01337,METAR
KMTW,Manitowoc Muni,44.13218,-87.68186,METAR|TAF
KMUI,Fort Indiantown Gap/Muir AAF,40.43807,-76.56432,METAR|TAF
KMUL,Moultrie/Spence Arpt,31.137,-83.704,METAR
KMUO,Mountain Home AFB,43.03,-115.859,METAR|TAF
KMUT,Muscatine Muni,41.36703,-91.14059,METAR
KMVE,Montevideo/Chippewa Cnty,44.96748,-95.71158,METAR
KMVH,N Bar Ranch Arpt,46.838,-108.936,METAR
KMVL,Morrisville-Stowe State Arpt,44.5328,-72.61523,METAR
KMVN,Mount Vernon Arpt,38.32841,-88.85295,METAR|TAF
KMVY,Marthas Vineyard Arpt,41.39297,-70.61591,METAR
KMWA,Marion Rgnl,37.75439,-89.01181,METAR
KMWC,Milwaukee/Timmerman Arpt,43.10954,-88.03432,METAR
KMWH,Moses Lake/Grant Cnty,47.19295,-119.31459,METAR|TAF
KMWK,Mt Airy/Surry Cnty,36.45676,-80.55485,METAR
KMWL,Mineral Wells Arpt,32.78155,-98.06022,METAR
KMWM,Windom Muni,43.90998,-95.10728,METAR
KMWN,Mount Washington,44.271,-71.304,METAR
KMWO,Middletown/Hook Fld,39.53238,-84.39735,METAR
KMWS,Mount Wilson,34.226,-118.057,METAR
KMWT,Mount Ida,34.54665,-93.57794,METAR
KMXF,Maxwell AFB,32.38768,-86.37236,METAR|TAF
KMXO,Monticello Rgnl,42.22032,-91.16044,METAR
KMYF,San Diego/Montgomery Arpt,32.81453,-117.13747,METAR
KMYJ,Mexico Mem,39.15612,-91.81292,METAR
KMYL,McCall Muni,44.89426,-116.09977,METAR|TAF
KMYP,Monarch Pass,38.49716,-106.32001,METAR
KMYR,Myrtle Beach Intl,33.6769,-78.93248,METAR|TAF
KMYT,Innovator,28.221,-89.615,METAR
KMYV,Marysville/Yuba Cnty,39.10204,-121.56883,METAR
KMYZ,Marysville Muni,39.85442,-96.62789,METAR
KMZG,Mustang Island,27.7269,-96.1911,METAR
KMZH,Moose Lake/Carlton C,46.41631,-92.80493,METAR
KMZJ,Marana/Pinal Aprk,32.51473,-111.33464,METAR
KMZM,Main Pass Blk 69P,26.9608,-89.0303,METAR
KMZZ,Marion Muni,40.48634,-85.68589,METAR
KNAK,Annapolis/Naval Academy,38.99128,-76.48909,METAR
KNBC,Beaufort,32.477,-80.722,METAR|TAF
KNBE,Dallas,32.73,-96.97,METAR
KNBG,New Orleans,29.837,-90.024,METAR|TAF
KNBT,Piney Island/Bomb Rng,35.022,-76.463,METAR
KNCA,New River MCAS,34.70624,-77.44064,METAR|TAF
KNDZ,Milton/Whiting-S,30.69728,-87.02072,METAR
KNEL,Lakehurst,40.037,-74.326,METAR
KNEN,Whitehouse Naval,30.349,-81.867,METAR
KNEW,New Orleans/Lakefront Arpt,30.04935,-90.02898,METAR|TAF
KNFE,Fentress,36.701,-76.129,METAR
KNFG,Camp Pendleton,33.304,-117.355,METAR|TAF
KNFL,Fallon,39.417,-118.705,METAR|TAF
KNFW,Fort Worth/Carswell NAS,32.781,-97.436,METAR|TAF
KNGP,Corpus Christi/Truax Fld NAS,27.688,-97.292,METAR|TAF
KNGU,Norfolk NAS,36.937,-76.281,METAR|TAF
KNGZ,Alameda/Alameda NAS,37.78,-122.32,METAR
KNHK,Patuxent River NAS,38.284,-76.408,METAR|TAF
KNHZ,Brunswick,43.9,-69.93,TAF
KNID,China Lake,35.688,-117.69,METAR|TAF
KNIP,Jacksonville,30.23464,-81.67463,METAR|TAF
KNJK,El Centro,32.823,-115.668,METAR|TAF
KNJM,Swansboro/Bogue Fld,34.694,-77.029,METAR|TAF
KNJW,Meridian Range B,32.792,-88.832,METAR
KNKT,Cherry Point MCAS,34.897,-76.881,METAR|TAF
KNKX,Miramar,32.865,-117.137,METAR|TAF
KNLC,Lemoore,36.30243,-119.93972,METAR|TAF
KNMM,Meridian/MCCain,32.546,-88.543,METAR|TAF
KNMT,McMullen Target Site,28.236,-98.724,METAR
KNOG,Orange Grove,27.895,-98.043,METAR
KNOW,Port Angeles,48.13943,-123.40334,METAR
KNOZ,Yuma Aux Afld,32.55,-114.512,METAR
KNPA,Pensacola,30.356,-87.323,METAR|TAF
KNQA,Millington Rgnl,35.36188,-89.86121,METAR
KNQI,Kingsville,27.507,-97.81,METAR|TAF
KNQX,Key West,24.58008,-81.68293,METAR|TAF
KNRB,Mayport,30.396,-81.423,METAR|TAF
KNRN,Norton Muni,39.84966,-99.89147,METAR
KNRS,Imperial Beach,32.563,-117.11094,METAR
KNSE,Milton/Whiting N,30.728,-87.022,METAR|TAF
KNSI,San Nicholas Island Arpt,33.23375,-119.4559,METAR
KNTD,Pt Mugu,34.124,-119.123,METAR|TAF
KNTU,Oceana,36.8209,-76.0277,METAR|TAF
KNUC,San Clemente,33.022,-118.583,METAR|TAF
KNUI,St Inigoes/Webster Fld,38.152,-76.432,METAR
KNUQ,Moffett Fed Airfld,37.4059,-122.04906,METAR
KNUW,Whidbey Island,48.355,-122.664,METAR|TAF
KNVD,Nevada Muni,37.85237,-94.30678,METAR
KNWL,Waldron Field,27.63116,-97.30977,METAR
KNXF,Camp Pendleton/Red B,33.287,-117.456,METAR
KNXP,Twentynine Palms/Self Arpt,34.29398,-116.1472,METAR|TAF
KNYC,New York/Central Park,40.779,-73.9692,METAR
KNYG,Quantico,38.503,-77.301,METAR|TAF
KNYL,Yuma,32.66001,-114.60777,METAR|TAF
KNZC,Cecil Field,30.23,-81.88,METAR
KNZW,South Weymouth,42.15,-70.93,METAR
KNZY,San Diego/North Island NAS,32.69217,-117.20983,METAR|TAF
KOAJ,Jacksonville/Ellis Arpt,34.8251,-77.61887,METAR|TAF
KOAK,Oakland Intl,37.71779,-122.23299,METAR|TAF
KOAR,Marina Muni,36.68151,-121.75736,METAR
KOBE,Okeechobee Cnty Arpt,27.26627,-80.84866,METAR
KOCF,Ocala Rgnl,29.16364,-82.221,METAR
KOCH,Nacogdoches Rgnl,31.58089,-94.70807,METAR
KOCQ,Oconto/Blake Mem,44.87488,-87.90841,METAR
KOCW,Washington/Warren Arpt,35.57028,-77.05004,METAR
KODO,Odessa/Schlemeyer Fld,31.92498,-102.38741,METAR
KODX,Ord/Sharp Fld,41.62341,-98.94887,METAR
KOEB,Coldwater/Branch Cnty,41.93081,-85.05436,METAR
KOEL,Oakley Muni,39.11386,-100.81895,METAR
KOEO,Osceola/Simenstad Muni,45.31083,-92.6948,METAR
KOFF,Bellevue/Offutt AFB,41.122,-95.91,METAR|TAF
KOFK,Norfolk/Stefan Mem,41.97988,-97.43351,METAR|TAF
KOFP,Richmond/Hanover Cnty,37.70927,-77.43485,METAR
KOGA,Ogalla/Searle Fld,41.11639,-101.76787,METAR
KOGB,Orangeburg Muni,33.46374,-80.85345,METAR|TAF
KOGD,Ogden/Hinckley Arpt,41.19406,-112.01682,METAR|TAF
KOGS,Ogdensburg Intl,44.67996,-75.46415,METAR
KOIC,Norwich/Eaton Arpt,42.56424,-75.52692,METAR
KOIN,Oberlin Muni,39.82981,-100.53771,METAR
KOJA,Weatherford/Stafford Arpt,35.54836,-98.67018,METAR
KOJC,Olathe/Johnson Cnty,38.84996,-94.73949,METAR
KOKB,Oceanside Muni,33.21946,-117.34961,METAR
KOKC,Oklahoma City/Will Rogers Intl,35.3843,-97.60033,METAR|TAF
KOKK,Kokomo Muni,40.5304,-86.05504,METAR
KOKM,Okmulgee Rgnl,35.67133,-95.95139,METAR
KOKV,Winchester Rgnl,39.14056,-78.13908,METAR
KOKZ,Sandersville/Kaolin Fld,32.96512,-82.8387,METAR
KOLD,Old Town/Dewitt Fld,44.954,-68.679,METAR
KOLE,Olean/Cattaraugus Cnty,42.2429,-78.37212,METAR
KOLF,Wolf Point/Clayton Arpt,48.09418,-105.57836,METAR|TAF
KOLG,Solon Springs Muni,46.31533,-91.81827,METAR
KOLM,Olympia Rgnl,46.97371,-122.90494,METAR|TAF
KOLS,Nogales Intl,31.42077,-110.84655,METAR|TAF
KOLU,Columbus Muni,41.44718,-97.33914,METAR
KOLV,Olive Branch Arpt,34.98077,-89.78507,METAR
KOLY,Olney/Noble Arpt,38.72133,-88.17993,METAR
KOLZ,Oelwein Muni,42.68314,-91.97599,METAR
KOMA,Omaha/Eppley Fld,41.31186,-95.90185,METAR|TAF
KOMH,Orange Cnty Arpt,38.24866,-78.0454,METAR
KOMK,Omak Arpt,48.46114,-119.52091,METAR
KOMN,Ormond Beach Muni,29.30093,-81.11098,METAR
KONA,Winona Muni,44.076,-91.707,METAR
KONL,O'Neill Muni,42.46912,-98.69033,METAR
KONM,Socorro Muni,34.02631,-106.90371,METAR
KONO,Ontario Muni,44.01425,-117.00813,METAR|TAF
KONP,Newport Muni,44.58245,-124.05745,METAR|TAF
KONT,Ontario Intl,34.05314,-117.57689,METAR|TAF
KONX,Currituck Cnty,36.399,-76.014,METAR
KONZ,Grosse Isle Muni,42.09914,-83.16105,METAR
KOOA,Oskaloosa Muni,41.22729,-92.4919,METAR
KOPF,Miami/Opa Locka Arpt,25.91017,-80.28283,METAR|TAF
KOPL,Opelousas/St Landry,30.56426,-92.10208,METAR
KOPM,N Padre Isl 975,26.833,-96.94,METAR
KOPN,Thomaston/Upson Cnty,32.95396,-84.25945,METAR
KOQN,West Chester/Brandywine Rgnl,39.98893,-75.58028,METAR
KOQT,Oak Ridge,36.023,-84.2336,METAR
KOQU,N Kingston/Quonset Arpt,41.59946,-71.41112,METAR
KORB,Orr Rgnl,48.01706,-92.85378,METAR
KORD,Chicago/O'Hare Intl,41.96017,-87.93161,METAR|TAF
KORE,Orange Muni,42.56998,-72.28696,METAR
KORF,Norfolk Intl,36.90371,-76.19266,METAR|TAF
KORG,Orange/Orange Cnty,30.06804,-93.8043,METAR
KORH,Worcester Muni,42.27056,-71.87312,METAR|TAF
KORK,N Little Rock Muni,34.83298,-92.25573,METAR
KORL,Orlando/Executive,28.54653,-81.33545,METAR
KORS,Eastsound/Orcas Island Arpt,48.70806,-122.90916,METAR
KOSA,Mount Pleasant Rgnl,33.09363,-94.96007,METAR
KOSC,Wurtsmith,44.453,-83.396,METAR
KOSH,Oshkosh/Wittman Rgnl,43.96695,-88.5582,METAR|TAF
KOSU,Columbus/Ohio State Univ Arpt,40.07844,-83.07824,METAR
KOTG,Worthington Muni,43.6525,-95.57585,METAR
KOTH,North Bend/SW Oregon Rgnl,43.41945,-124.24377,METAR|TAF
KOTM,Ottumwa Rgnl,41.10079,-92.44453,METAR|TAF
KOUN,Norman/Univ Oklahoma Arpt,35.24359,-97.47133,METAR|TAF
KOVE,Oroville Muni,39.4943,-121.6225,METAR
KOVL,Olivia Rgnl,44.77919,-95.03037,METAR
KOVS,Boscobel Arpt,43.15614,-90.67754,METAR
KOWA,Owatonna/Degner Rgnl,44.11908,-93.2569,METAR
KOWB,Owensboro/Daviess Cnty,37.72967,-87.16825,METAR|TAF
KOWD,Norwood Mem,42.19123,-71.17325,METAR
KOWI,Ottawa Muni,38.54091,-95.25421,METAR
KOWP,Sand Springs/Pogue Mem,36.17212,-96.15362,METAR
KOWX,Ottawa/Putnam Cnty,41.03415,-83.98624,METAR
KOXB,Ocean City Muni,38.30912,-75.12336,METAR
KOXC,Oxford Arpt,41.47414,-73.13533,METAR
KOXD,Oxford/Miami Univ Arpt,39.50467,-84.78379,METAR
KOXI,Knox/Starke Cnty,41.32754,-86.665,METAR
